date,region,country,city,department,product,customer_segment,campaign,channel,revenue,profit,cost,quantity,customers,satisfaction_score,conversion_rate,ad_spend,loan_balance,deposit_balance,latitude,longitude
2025-06-04,South,USA,Miami,Sales,Add-on Analytics,SMB,Upsell,Partner,1138.31,644.01,494.3,12,3,4.43,0.0297,156.95,943.3,3144.58,34.5733,-84.0105
2024-12-20,South,USA,Atlanta,Finance,Professional,Mid-Market,Retention,Online,7268.01,2836.46,4431.55,71,3,4.32,0.0469,545.76,9843.41,6912.4,33.3391,-85.3107
2024-01-24,North,USA,Detroit,Marketing,Add-on Analytics,Mid-Market,Q1 Launch,Online,1441.35,506.91,934.43,7,2,4.1,0.0402,227.03,2304.33,4428.94,42.4166,-86.5859
2024-07-10,South,USA,Atlanta,Marketing,Starter,SMB,Holiday Push,Partner,1182.62,619.88,562.74,9,2,3.89,0.0705,169.04,1776.31,3450.02,34.4499,-85.0273
2024-12-28,East,USA,New York,Support,Enterprise,SMB,Upsell,Online,16906.38,4811.97,12094.41,96,1,4.45,0.0665,1410.89,20774.28,18735.98,40.8881,-73.0276
2024-06-04,Central,Canada,Calgary,Sales,Add-on Analytics,SMB,Q1 Launch,Online,531.84,304.18,227.66,3,5,4.21,0.0543,71.49,1234.19,1041.59,43.6415,-79.8989
2025-01-13,South,USA,Atlanta,Support,Starter,Mid-Market,Summer Promo,Direct,1496.56,603.02,893.54,14,3,4.21,0.0379,210.15,520.07,4979.68,32.9728,-84.0652
2024-03-01,South,USA,Dallas,Marketing,Professional,SMB,Holiday Push,Direct,3462.69,1904.55,1558.14,33,3,4.4,0.0436,308.15,994.09,8472.39,34.2509,-83.6187
2024-10-25,West,USA,Denver,Marketing,Professional,SMB,Upsell,Online,3088.51,1338.28,1750.24,36,3,4.35,0.0703,345.98,2615.17,4009.75,37.0425,-122.331
2024-11-17,South,USA,Miami,Marketing,Starter,Enterprise,Upsell,Partner,1454.95,534.0,920.95,8,5,3.95,0.0488,193.56,2286.01,2871.62,32.8799,-83.5864
2024-09-22,East,USA,Boston,Finance,Enterprise,Enterprise,Holiday Push,Online,21034.42,6102.31,14932.1,113,3,3.83,0.033,1121.45,31531.59,15785.82,41.3958,-74.3878
2024-02-04,East,USA,Boston,Finance,Enterprise,Mid-Market,Summer Promo,Partner,8700.96,4780.87,3920.1,94,2,4.32,0.067,894.85,18462.84,19774.3,39.5759,-73.2271
2024-07-17,East,USA,New York,Finance,Starter,SMB,Summer Promo,Partner,592.09,250.22,341.87,2,4,4.28,0.022,74.99,1145.47,1109.87,40.3982,-75.5335
2024-07-11,Central,Canada,Toronto,Sales,Professional,SMB,Holiday Push,Partner,2842.56,1238.84,1603.72,16,4,3.49,0.0792,192.03,3134.22,10302.76,43.1336,-78.9037
2024-01-06,North,USA,Chicago,Marketing,Enterprise,Enterprise,Holiday Push,Online,21421.73,9501.02,11920.71,100,5,3.65,0.0382,1456.19,37414.85,83745.77,41.6706,-88.136
2025-01-08,Central,Canada,Calgary,Support,Starter,Enterprise,Q1 Launch,Direct,1881.74,1052.56,829.19,9,6,4.08,0.026,107.39,1409.01,2469.38,42.2976,-79.6785
2024-07-03,West,USA,San Francisco,Sales,Add-on Analytics,SMB,Upsell,Partner,577.04,264.99,312.06,5,2,4.13,0.0628,102.71,357.62,441.91,37.2805,-123.2157
2024-05-22,East,USA,New York,Operations,Starter,Mid-Market,Holiday Push,Partner,948.89,538.85,410.04,7,6,3.44,0.0429,143.94,2224.11,3471.09,40.8807,-73.7401
2024-06-04,South,USA,Dallas,Operations,Add-on Analytics,Mid-Market,Q1 Launch,Partner,951.64,325.55,626.09,5,4,3.63,0.0672,149.86,2162.72,3580.42,34.36,-84.9704
2025-01-12,South,USA,Miami,Sales,Add-on Analytics,Enterprise,Holiday Push,Online,2414.27,1249.16,1165.11,16,2,3.11,0.0257,358.71,2366.24,8425.1,33.8093,-83.4173
2024-11-02,South,USA,Atlanta,Finance,Enterprise,Enterprise,Retention,Direct,40721.08,13723.78,26997.3,232,9,3.81,0.0391,4052.65,51508.54,81977.17,34.5848,-84.6631
2024-01-09,South,USA,Miami,Support,Professional,Mid-Market,Q1 Launch,Retail,2823.68,1498.49,1325.19,15,4,3.68,0.044,262.33,3324.54,6156.41,35.3511,-83.31
2024-07-04,South,USA,Miami,Operations,Add-on Analytics,Mid-Market,Holiday Push,Partner,802.07,394.83,407.25,4,7,4.5,0.0576,127.4,615.14,2540.02,33.5102,-85.3699
2025-03-18,Central,Canada,Vancouver,Marketing,Professional,Mid-Market,Summer Promo,Direct,5418.59,1931.27,3487.32,59,8,4.02,0.0658,332.07,601.43,21630.29,43.8854,-79.6436
2024-04-28,West,USA,San Francisco,Marketing,Starter,SMB,Holiday Push,Retail,737.95,427.12,310.83,7,2,4.81,0.0704,94.7,1281.33,1313.01,37.9815,-122.023
2024-08-31,South,USA,Miami,Operations,Enterprise,SMB,Summer Promo,Online,5491.17,2083.72,3407.45,34,5,4.57,0.041,861.44,2974.09,18208.22,33.4978,-84.5692
2024-01-28,West,USA,San Francisco,Sales,Add-on Analytics,Mid-Market,Q1 Launch,Partner,1001.54,475.72,525.82,7,4,4.32,0.0563,104.38,2202.06,701.6,36.1817,-122.1283
2024-08-14,East,USA,Philadelphia,Marketing,Enterprise,Mid-Market,Summer Promo,Partner,22069.38,11948.88,10120.5,165,4,3.74,0.0343,1901.52,2942.66,68028.88,40.358,-74.4569
2024-07-06,West,USA,Seattle,Sales,Starter,Enterprise,Q1 Launch,Online,1054.71,417.1,637.62,7,1,3.36,0.0754,93.79,124.94,618.82,36.2178,-121.7106
2024-06-27,Central,Canada,Calgary,Operations,Starter,SMB,Q1 Launch,Online,950.79,426.23,524.56,5,12,3.52,0.0427,78.31,1686.74,2994.23,43.0821,-79.6192
2025-06-10,East,USA,Boston,Finance,Enterprise,Enterprise,Q1 Launch,Online,18678.71,6772.51,11906.2,97,3,4.26,0.051,3062.03,14456.01,22432.16,40.9518,-74.1351
2024-07-04,West,USA,Seattle,Sales,Add-on Analytics,Mid-Market,Holiday Push,Partner,935.64,464.6,471.04,4,4,3.63,0.058,127.31,1475.14,3545.64,36.8599,-122.1858
2025-01-15,West,USA,Denver,Operations,Add-on Analytics,Mid-Market,Holiday Push,Partner,1201.59,423.67,777.92,5,4,4.03,0.0337,169.13,665.56,1966.65,37.5143,-122.5429
2025-02-24,North,USA,Detroit,Sales,Enterprise,Mid-Market,Retention,Partner,17007.4,8468.88,8538.52,206,3,4.3,0.0555,2615.09,24140.14,16691.87,42.9096,-87.4172
2024-05-31,West,USA,Seattle,Marketing,Professional,Enterprise,Holiday Push,Direct,9565.34,3134.72,6430.62,50,3,4.8,0.0484,1254.66,11380.66,25570.32,37.4067,-123.7334
2024-01-22,South,USA,Atlanta,Sales,Professional,Enterprise,Retention,Retail,5888.61,2915.49,2973.12,33,8,3.9,0.0563,756.7,3237.11,19520.86,34.442,-83.7997
2024-12-30,East,USA,New York,Sales,Professional,Enterprise,Q1 Launch,Retail,10194.46,3009.65,7184.81,81,4,3.27,0.0363,1772.62,509.21,20032.64,41.939,-74.2998
2024-01-22,East,USA,Philadelphia,Support,Professional,SMB,Upsell,Direct,1983.89,645.13,1338.76,9,2,3.76,0.0394,179.42,1984.22,1918.88,41.0227,-73.786
2024-07-21,West,USA,Denver,Finance,Enterprise,SMB,Holiday Push,Direct,6866.47,2308.02,4558.46,33,6,4.01,0.0387,727.61,3739.43,24265.75,39.4148,-122.5423
2025-03-23,North,USA,Chicago,Marketing,Enterprise,SMB,Holiday Push,Online,9189.17,2821.25,6367.92,59,3,4.93,0.0503,570.82,1677.97,10565.73,41.2064,-88.683
2024-02-19,Central,Canada,Toronto,Marketing,Add-on Analytics,SMB,Summer Promo,Online,704.2,346.05,358.16,5,4,3.33,0.0286,64.1,228.39,2064.58,43.2079,-80.3695
2024-08-21,South,USA,Atlanta,Operations,Professional,Mid-Market,Q1 Launch,Direct,4744.08,1394.03,3350.06,47,3,4.66,0.0425,291.07,5230.57,12023.24,32.5692,-86.2718
2025-06-18,South,USA,Atlanta,Operations,Starter,SMB,Holiday Push,Direct,1626.49,465.36,1161.13,11,2,3.41,0.0338,119.46,2911.82,2846.2,34.7821,-82.462
2024-03-23,South,USA,Dallas,Operations,Starter,SMB,Holiday Push,Retail,863.61,342.28,521.33,7,3,3.6,0.0525,124.16,478.65,1016.34,32.855,-83.7958
2024-12-23,West,USA,Denver,Marketing,Add-on Analytics,Mid-Market,Retention,Online,1344.94,414.84,930.1,8,4,4.19,0.0609,144.6,2533.53,1309.28,37.1184,-120.4929
2024-07-17,East,USA,New York,Finance,Starter,Mid-Market,Summer Promo,Partner,570.29,168.3,401.99,3,6,3.99,0.0421,71.97,169.34,1860.29,40.8877,-72.6394
2024-12-15,Central,Canada,Calgary,Support,Starter,Enterprise,Summer Promo,Partner,2171.34,1145.5,1025.84,25,4,3.82,0.0294,261.04,5011.59,5184.01,43.0477,-78.9185
2025-03-27,West,USA,San Francisco,Operations,Starter,Enterprise,Retention,Online,1289.76,663.22,626.54,10,6,3.72,0.0665,186.53,2951.38,2985.84,38.907,-121.626
2024-05-24,Central,Canada,Calgary,Finance,Enterprise,Mid-Market,Retention,Partner,8137.62,2607.66,5529.96,65,7,4.36,0.057,1069.98,8695.64,18603.75,43.6737,-79.5209
2025-03-05,North,USA,Detroit,Sales,Add-on Analytics,Enterprise,Retention,Direct,1396.45,588.33,808.11,16,3,4.28,0.0382,167.46,1529.2,3014.85,42.271,-87.6787
2024-04-21,East,USA,Philadelphia,Sales,Starter,Enterprise,Holiday Push,Direct,2114.63,1048.71,1065.92,10,4,4.03,0.0552,379.44,1559.86,6897.27,40.292,-73.1139
2025-01-26,East,USA,Philadelphia,Support,Enterprise,Enterprise,Upsell,Direct,18401.85,6811.87,11589.98,124,4,3.76,0.0405,2919.73,12871.9,42636.95,41.152,-73.8632
2025-03-11,West,USA,San Francisco,Support,Starter,Enterprise,Summer Promo,Direct,850.84,336.65,514.18,4,3,3.81,0.0633,55.09,1207.23,977.9,37.1835,-121.8139
2024-01-08,North,USA,Minneapolis,Marketing,Enterprise,Mid-Market,Q1 Launch,Partner,17440.79,9316.1,8124.69,157,5,3.63,0.0382,1261.72,16756.53,61714.96,41.6311,-87.3719
2024-10-01,West,USA,Denver,Support,Add-on Analytics,SMB,Holiday Push,Partner,1076.31,539.23,537.08,5,1,4.75,0.0607,128.08,2276.88,804.3,38.0648,-123.4653
2025-04-24,East,USA,Philadelphia,Support,Professional,Mid-Market,Upsell,Online,6079.4,2036.09,4043.32,34,8,3.62,0.0388,532.45,10639.11,3196.05,39.5664,-72.1153
2025-05-06,West,USA,San Francisco,Sales,Add-on Analytics,Enterprise,Q1 Launch,Retail,1137.01,320.32,816.7,6,2,3.65,0.0683,143.95,1515.18,3306.68,36.1087,-121.9675
2024-03-08,North,USA,Minneapolis,Marketing,Professional,Enterprise,Q1 Launch,Direct,10807.9,5152.37,5655.53,51,6,4.72,0.055,1698.47,14883.33,28801.86,40.846,-88.1515
2025-03-29,Central,Canada,Vancouver,Marketing,Starter,SMB,Retention,Partner,1325.68,728.42,597.26,6,2,4.65,0.0566,206.15,422.32,1241.02,42.7031,-80.0788
2025-04-18,East,USA,Philadelphia,Marketing,Add-on Analytics,Enterprise,Retention,Partner,1609.52,531.63,1077.89,15,2,3.9,0.0639,182.2,2984.41,2172.41,40.4044,-73.7665
2024-09-13,Central,Canada,Calgary,Support,Enterprise,Mid-Market,Q1 Launch,Partner,8123.36,4354.23,3769.13,57,2,4.02,0.0302,612.35,18202.12,4806.86,43.4084,-79.7026
2025-05-09,South,USA,Atlanta,Marketing,Professional,SMB,Upsell,Online,3197.75,1706.73,1491.02,17,4,3.9,0.026,225.16,6222.04,10530.28,35.0421,-84.5506
2025-05-11,East,USA,New York,Finance,Professional,Enterprise,Holiday Push,Online,7796.89,2475.46,5321.43,75,2,3.03,0.0533,392.11,9953.91,12220.41,40.2663,-74.7581
2024-04-10,South,USA,Atlanta,Marketing,Enterprise,SMB,Summer Promo,Online,10043.47,5111.54,4931.93,119,5,3.56,0.07,555.54,7901.4,35882.3,33.5001,-86.0309
2024-10-26,Central,Canada,Vancouver,Finance,Professional,Mid-Market,Holiday Push,Partner,4707.3,1540.83,3166.47,21,5,3.44,0.0312,435.58,11407.6,5235.51,43.8712,-79.6958
2025-05-04,South,USA,Dallas,Support,Add-on Analytics,Enterprise,Summer Promo,Direct,1381.08,532.59,848.49,16,4,4.49,0.0243,112.41,2984.69,2044.97,34.0799,-84.9536
2025-04-04,West,USA,San Francisco,Finance,Enterprise,Enterprise,Holiday Push,Retail,11312.82,6197.58,5115.24,95,6,3.89,0.0343,1171.05,5308.99,35602.3,38.716,-122.8266
2024-03-02,West,USA,Seattle,Support,Add-on Analytics,Enterprise,Q1 Launch,Online,1408.24,634.6,773.64,11,3,4.24,0.0463,202.99,2398.9,1859.28,38.282,-122.2635
2024-09-28,West,USA,San Francisco,Finance,Enterprise,Enterprise,Holiday Push,Online,8286.69,3150.06,5136.63,41,3,3.91,0.0729,1470.07,5225.81,25191.38,37.781,-123.2622
2024-05-15,East,USA,Philadelphia,Marketing,Starter,Mid-Market,Retention,Partner,1015.66,354.54,661.12,5,1,4.37,0.0979,71.96,1677.32,3191.81,41.5691,-74.4936
2024-03-28,Central,Canada,Vancouver,Operations,Professional,SMB,Upsell,Retail,9032.53,2939.18,6093.35,84,3,3.79,0.0617,1240.73,17366.44,20505.23,43.9448,-79.2165
2025-01-29,North,USA,Minneapolis,Support,Starter,Enterprise,Holiday Push,Retail,2166.05,1118.98,1047.07,9,3,4.25,0.0398,305.39,1742.75,7581.31,40.7539,-86.9624
2024-12-30,North,USA,Minneapolis,Sales,Add-on Analytics,Mid-Market,Summer Promo,Direct,652.89,315.39,337.51,5,3,4.14,0.0667,41.92,1016.64,2267.58,40.955,-87.3453
2024-06-25,North,USA,Chicago,Marketing,Professional,SMB,Holiday Push,Online,3137.29,1209.26,1928.03,35,3,4.91,0.0283,268.18,7802.46,11653.1,42.6463,-87.3821
2024-03-09,Central,Canada,Vancouver,Marketing,Add-on Analytics,Mid-Market,Upsell,Partner,399.32,127.37,271.95,1,3,3.79,0.0436,41.17,809.52,675.33,44.1153,-79.9873
2024-03-17,Central,Canada,Toronto,Support,Professional,SMB,Retention,Online,1312.89,709.33,603.56,14,3,4.05,0.0294,190.0,1547.97,1780.24,43.2183,-78.7912
2024-09-15,East,USA,Boston,Marketing,Enterprise,Mid-Market,Holiday Push,Direct,9250.74,3212.62,6038.12,42,4,4.48,0.0799,1416.89,5687.53,24437.05,40.4123,-73.7358
2024-09-30,North,USA,Chicago,Support,Professional,Mid-Market,Holiday Push,Direct,4003.51,1785.41,2218.1,25,3,3.59,0.0333,364.88,9169.36,6811.64,39.5501,-88.4022
2024-03-11,South,USA,Miami,Finance,Enterprise,SMB,Q1 Launch,Partner,9813.19,5075.09,4738.1,87,3,3.79,0.0417,741.56,12997.58,17412.31,31.1851,-85.2351
2024-02-05,South,USA,Dallas,Operations,Professional,Mid-Market,Upsell,Partner,7102.67,3050.61,4052.06,47,5,3.67,0.0705,359.2,7929.8,3701.94,33.2032,-85.1559
2024-06-15,East,USA,New York,Finance,Professional,Enterprise,Retention,Online,17482.76,5334.15,12148.61,107,5,3.9,0.0554,1591.95,7930.81,20216.37,39.8237,-72.7087
2024-01-25,East,USA,Philadelphia,Operations,Professional,SMB,Summer Promo,Partner,2785.71,934.79,1850.92,15,5,3.77,0.042,224.89,3486.37,6663.43,40.3081,-75.4501
2024-08-10,East,USA,New York,Operations,Enterprise,Mid-Market,Retention,Retail,9598.76,5052.05,4546.72,69,7,3.94,0.0855,1576.7,10198.25,14035.9,41.6036,-74.2572
2024-03-14,North,USA,Chicago,Operations,Starter,SMB,Retention,Partner,867.24,450.53,416.72,4,3,4.5,0.0651,100.34,1921.41,1257.53,42.002,-86.9974
2024-08-26,Central,Canada,Toronto,Operations,Professional,Mid-Market,Summer Promo,Direct,4590.06,2065.41,2524.65,40,5,3.85,0.049,589.12,3905.0,16108.71,44.4478,-80.5985
2024-05-01,North,USA,Minneapolis,Support,Professional,Mid-Market,Upsell,Partner,4812.36,2152.9,2659.47,40,4,4.11,0.0485,790.14,8543.95,12043.29,41.8095,-86.015
2024-09-08,South,USA,Miami,Operations,Starter,Enterprise,Q1 Launch,Direct,1447.51,430.85,1016.66,11,7,4.34,0.0514,163.63,2593.44,2176.21,33.6474,-84.3463
2024-03-24,West,USA,Denver,Marketing,Professional,Mid-Market,Retention,Online,2416.31,876.38,1539.93,14,3,3.8,0.0672,366.8,3960.3,7053.12,36.1881,-123.4525
2024-05-07,West,USA,San Francisco,Support,Add-on Analytics,Mid-Market,Summer Promo,Retail,780.27,395.68,384.59,5,3,3.65,0.0289,71.3,60.77,2086.69,37.7196,-122.6571
2024-08-10,North,USA,Chicago,Finance,Add-on Analytics,Enterprise,Holiday Push,Partner,1802.27,932.7,869.57,9,5,4.33,0.0402,114.27,30.99,6294.09,41.9443,-88.6814
2024-09-11,West,USA,Seattle,Marketing,Starter,Enterprise,Q1 Launch,Retail,1827.37,722.6,1104.77,16,4,4.3,0.0355,147.18,2429.39,2220.76,36.8183,-123.0669
2024-11-20,North,USA,Chicago,Support,Enterprise,Enterprise,Holiday Push,Partner,17534.37,5333.22,12201.15,88,6,3.67,0.0451,2072.97,26958.56,20929.02,41.8818,-88.9833
2024-03-22,East,USA,Philadelphia,Support,Add-on Analytics,SMB,Summer Promo,Direct,966.43,445.15,521.28,8,4,4.77,0.0773,150.94,663.66,2341.12,40.9054,-75.3368
2024-06-12,East,USA,New York,Operations,Starter,Enterprise,Q1 Launch,Retail,1660.69,503.89,1156.8,10,4,4.48,0.0692,131.25,2025.95,1699.37,39.0,-73.5129
2024-01-28,Central,Canada,Toronto,Operations,Enterprise,Mid-Market,Holiday Push,Partner,10818.85,4932.52,5886.33,57,4,4.02,0.0433,1510.52,17403.81,36759.59,44.5014,-79.9699
2025-03-21,Central,Canada,Toronto,Finance,Starter,Enterprise,Retention,Online,1206.39,640.1,566.29,10,4,4.07,0.0377,180.56,162.18,2740.34,42.8858,-79.6064
2024-01-23,North,USA,Detroit,Marketing,Enterprise,Enterprise,Holiday Push,Online,10548.47,5441.48,5106.99,50,4,3.46,0.084,1683.12,16389.17,26058.44,41.1786,-86.7252
2024-09-18,South,USA,Atlanta,Marketing,Add-on Analytics,SMB,Upsell,Retail,515.18,256.03,259.16,2,2,4.47,0.0611,56.25,388.67,2044.87,32.8007,-84.3956
2024-07-16,Central,Canada,Vancouver,Finance,Enterprise,SMB,Retention,Online,13042.51,7078.89,5963.62,103,4,4.17,0.0674,1547.9,21451.4,24092.04,43.6275,-80.2387
2024-10-13,South,USA,Atlanta,Sales,Add-on Analytics,SMB,Q1 Launch,Online,609.78,248.94,360.84,3,4,4.96,0.0436,50.89,262.45,668.2,32.9128,-84.9109
2024-02-09,West,USA,San Francisco,Support,Starter,Mid-Market,Upsell,Direct,934.09,415.34,518.75,8,6,3.99,0.0782,59.2,1122.11,1913.01,37.5916,-122.3708
2025-05-09,South,USA,Atlanta,Sales,Starter,Enterprise,Upsell,Direct,2410.37,1105.13,1305.23,13,3,4.36,0.0696,202.4,2776.51,6714.61,33.6337,-84.8084
2024-02-03,East,USA,New York,Finance,Add-on Analytics,SMB,Holiday Push,Online,701.92,237.8,464.12,3,5,4.31,0.0405,39.63,575.36,2487.95,40.7902,-72.7318
2025-04-09,East,USA,Philadelphia,Finance,Add-on Analytics,Mid-Market,Upsell,Retail,1004.08,354.5,649.58,6,5,3.15,0.0386,122.63,770.96,2640.31,39.8204,-73.1869
2024-11-11,East,USA,Philadelphia,Marketing,Enterprise,Enterprise,Retention,Retail,11054.76,5611.14,5443.62,94,3,3.8,0.0386,976.04,5083.38,16429.42,41.1932,-74.0013
2024-01-22,South,USA,Dallas,Finance,Professional,SMB,Summer Promo,Online,3977.19,1821.29,2155.9,31,3,3.83,0.048,425.2,3418.46,12649.24,32.5243,-85.2004
2025-01-10,East,USA,New York,Operations,Professional,SMB,Retention,Partner,2843.43,941.66,1901.77,23,2,4.64,0.0557,418.94,4735.58,3449.74,41.0097,-73.9609
2025-05-16,East,USA,Boston,Finance,Enterprise,Enterprise,Upsell,Partner,11061.3,5032.88,6028.42,84,3,4.25,0.034,1680.52,22903.11,17752.71,40.8124,-71.407
2024-05-18,East,USA,Boston,Sales,Enterprise,Mid-Market,Retention,Partner,21787.86,11222.5,10565.37,111,4,3.43,0.046,3724.06,30605.29,40457.28,39.4943,-75.6027
2024-06-24,North,USA,Detroit,Finance,Professional,SMB,Summer Promo,Partner,2750.52,1561.61,1188.91,15,3,3.9,0.0803,430.06,1840.43,8833.18,41.0441,-88.2125
2025-06-02,West,USA,Denver,Marketing,Professional,Mid-Market,Q1 Launch,Direct,5798.78,2748.49,3050.29,43,3,4.38,0.0624,743.0,5179.89,11888.66,37.8077,-122.649
2024-04-20,South,USA,Miami,Marketing,Starter,Mid-Market,Upsell,Partner,1627.04,867.76,759.28,16,7,3.81,0.0307,118.27,3789.61,3833.96,34.0101,-84.0808
2024-02-29,East,USA,New York,Sales,Starter,Mid-Market,Retention,Online,1789.6,640.71,1148.89,20,4,3.19,0.0565,248.35,573.98,2207.63,40.9369,-73.2069
2024-07-08,West,USA,Denver,Finance,Starter,SMB,Q1 Launch,Partner,418.34,131.71,286.63,2,4,3.95,0.0578,34.54,1008.54,657.6,37.9457,-122.4525
2024-12-04,Central,Canada,Toronto,Finance,Enterprise,Mid-Market,Q1 Launch,Partner,10043.94,4620.14,5423.8,52,3,4.27,0.0922,753.86,3655.56,25066.41,42.4619,-80.6951
2024-06-14,East,USA,Philadelphia,Sales,Professional,Enterprise,Upsell,Retail,10944.58,5221.21,5723.37,55,5,4.62,0.0315,1398.68,16413.9,26565.18,41.4418,-72.9113
2024-06-04,West,USA,Seattle,Finance,Enterprise,SMB,Holiday Push,Retail,5861.74,2783.92,3077.82,56,5,4.14,0.0842,1003.86,3621.38,16518.05,37.1603,-122.8714
2024-09-27,East,USA,Philadelphia,Sales,Starter,Enterprise,Q1 Launch,Online,928.77,447.85,480.91,9,7,3.71,0.0897,105.54,1424.99,1851.55,41.4194,-73.5535
2025-05-09,East,USA,New York,Support,Enterprise,SMB,Retention,Online,11147.37,4544.33,6603.04,76,2,3.97,0.0432,1423.89,11959.78,33237.58,41.4094,-74.7885
2024-05-02,West,USA,San Francisco,Support,Enterprise,Mid-Market,Retention,Retail,17959.24,5914.16,12045.08,108,2,3.78,0.0455,2613.62,34514.52,12686.68,38.172,-121.8214
2024-03-02,West,USA,San Francisco,Support,Professional,SMB,Q1 Launch,Retail,2931.51,1469.36,1462.15,16,1,3.55,0.0482,383.89,1667.66,7420.9,37.204,-122.7258
2024-11-15,South,USA,Atlanta,Support,Add-on Analytics,SMB,Holiday Push,Online,399.11,196.91,202.2,3,5,4.2,0.0496,33.3,889.91,1117.56,32.7763,-85.1154
2024-10-05,East,USA,Philadelphia,Finance,Professional,Mid-Market,Holiday Push,Direct,4649.05,2466.44,2182.61,28,5,3.65,0.0559,697.42,10367.84,11203.01,41.095,-74.4634
2024-03-07,East,USA,Philadelphia,Sales,Enterprise,SMB,Summer Promo,Direct,11171.07,3616.89,7554.17,127,3,4.04,0.0542,642.24,17205.88,35780.21,41.0242,-74.3796
2025-03-22,Central,Canada,Calgary,Finance,Starter,Mid-Market,Q1 Launch,Online,2329.83,1282.57,1047.26,24,2,4.45,0.0448,214.18,5278.9,3600.83,43.8562,-79.5506
2025-05-29,North,USA,Minneapolis,Finance,Add-on Analytics,Enterprise,Q1 Launch,Partner,2258.23,857.2,1401.03,10,7,3.79,0.0349,225.19,4288.78,7079.77,42.1781,-85.572
2024-01-29,South,USA,Atlanta,Finance,Professional,Mid-Market,Summer Promo,Direct,7909.39,2426.06,5483.32,42,5,4.78,0.0452,434.08,13996.16,19152.06,32.2109,-83.8465
2025-04-12,South,USA,Miami,Support,Add-on Analytics,SMB,Holiday Push,Direct,537.63,192.86,344.76,2,6,3.22,0.0421,72.98,532.45,1047.71,34.5016,-84.4764
2025-01-15,West,USA,Seattle,Finance,Enterprise,Mid-Market,Retention,Retail,10259.1,5757.76,4501.34,55,2,3.87,0.0274,782.24,8995.54,19853.17,36.9999,-123.1949
2024-03-26,East,USA,Philadelphia,Sales,Starter,Mid-Market,Summer Promo,Partner,1007.95,509.57,498.38,6,5,3.92,0.0406,76.4,949.98,1678.13,40.8815,-73.1897
2024-04-28,North,USA,Detroit,Sales,Add-on Analytics,Enterprise,Upsell,Retail,494.15,170.19,323.97,2,2,4.1,0.0388,60.33,311.87,1287.63,41.9211,-87.4438
2025-03-22,West,USA,Denver,Support,Enterprise,Mid-Market,Summer Promo,Partner,6472.07,3504.7,2967.38,60,3,4.3,0.0507,923.08,4546.83,10293.53,38.1166,-121.7052
2024-05-20,West,USA,Denver,Marketing,Professional,Mid-Market,Q1 Launch,Partner,6038.79,1975.72,4063.07,65,5,4.24,0.0447,410.57,12044.73,12844.8,37.616,-122.2804
2025-06-03,North,USA,Detroit,Operations,Professional,Enterprise,Q1 Launch,Online,18118.56,7633.29,10485.27,153,6,3.87,0.0439,1304.7,37115.85,60886.57,41.8225,-87.954
2024-05-14,North,USA,Minneapolis,Finance,Starter,Enterprise,Summer Promo,Online,1769.2,732.8,1036.39,15,6,3.93,0.0371,173.18,2884.0,3033.48,42.5067,-86.9832
2024-10-21,Central,Canada,Toronto,Operations,Professional,SMB,Retention,Retail,3256.4,1236.07,2020.32,26,1,4.01,0.0246,489.97,2332.21,8704.43,43.7669,-79.2381
2025-06-07,South,USA,Atlanta,Finance,Enterprise,Mid-Market,Upsell,Direct,9725.59,3435.97,6289.63,75,4,4.75,0.0498,964.21,23099.12,21312.85,34.2189,-85.5637
2024-07-22,West,USA,Denver,Operations,Add-on Analytics,Enterprise,Holiday Push,Direct,1837.35,615.92,1221.43,9,3,3.89,0.074,295.88,3595.85,6431.34,37.8418,-120.4418
2024-02-01,Central,Canada,Toronto,Sales,Enterprise,Mid-Market,Q1 Launch,Online,10856.3,3615.28,7241.02,58,8,4.99,0.0567,718.44,560.03,43200.65,43.6205,-79.5734
2024-09-01,North,USA,Chicago,Finance,Starter,Enterprise,Holiday Push,Partner,1537.73,532.4,1005.33,7,4,3.99,0.0444,121.91,106.35,974.6,41.6772,-87.1776
2024-08-05,South,USA,Miami,Sales,Add-on Analytics,Enterprise,Retention,Retail,1076.0,494.5,581.5,8,4,4.05,0.0623,167.23,1408.13,2894.93,32.4326,-85.329
2024-11-05,North,USA,Minneapolis,Sales,Starter,SMB,Q1 Launch,Direct,387.5,213.62,173.88,2,3,4.48,0.0272,68.36,362.85,282.01,42.1414,-87.7654
2025-04-01,South,USA,Atlanta,Operations,Enterprise,Enterprise,Q1 Launch,Online,30901.48,13940.0,16961.47,143,3,4.65,0.0362,3198.49,58919.14,57274.92,33.6596,-83.3563
2025-01-05,East,USA,New York,Marketing,Starter,Mid-Market,Summer Promo,Direct,744.09,416.77,327.32,5,2,4.42,0.0229,62.69,612.37,1015.07,41.4378,-73.8056
2024-03-25,Central,Canada,Toronto,Sales,Professional,Enterprise,Q1 Launch,Retail,14067.84,5457.6,8610.24,84,8,4.02,0.0498,710.61,32760.44,40975.1,44.4207,-80.609
2024-11-21,North,USA,Detroit,Marketing,Add-on Analytics,Enterprise,Retention,Online,1124.01,416.37,707.64,5,4,3.11,0.0444,61.56,1483.17,3754.0,42.235,-88.2458
2024-12-02,North,USA,Minneapolis,Sales,Enterprise,SMB,Summer Promo,Online,4881.75,1601.52,3280.22,49,3,4.03,0.0444,565.16,6081.73,11988.48,42.3156,-88.0295
